# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 9763052235862
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] vfs_write
     0.14%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_end_request
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_file_write_iter
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] new_sync_write
     0.14%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_output
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_buffered_write_iter
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_finish_output
     0.13%     0.00%  kswapd1          [kernel.kallsyms]                   [k] xas_store
     0.13%     0.02%  kswapd0          [kernel.kallsyms]                   [k] free_unref_page_list
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_finish_output2
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __ip_finish_output
     0.13%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] generic_perform_write
     0.13%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] psi_task_change
     0.13%     0.09%  swapper          [kernel.kallsyms]                   [k] update_load_avg
     0.13%     0.12%  Native-Transpor  [kernel.kallsyms]                   [k] xas_load
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.12%     0.01%  swapper          [kernel.kallsyms]                   [k] blk_update_request
     0.12%     0.08%  swapper          [kernel.kallsyms]                   [k] _raw_spin_lock
     0.12%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __common_interrupt
     0.12%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] common_interrupt
     0.12%     0.12%  kswapd1          [kernel.kallsyms]                   [k] xas_create
     0.12%     0.01%  kswapd0          [kernel.kallsyms]                   [k] xas_store
     0.12%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_edge_irq
     0.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_push
     0.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __alloc_pages
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] alloc_pages
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sk_page_frag_refill
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_page_frag_refill
     0.12%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __skb_datagram_iter
     0.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] skb_copy_datagram_iter
     0.12%     0.01%  kswapd0          [kernel.kallsyms]                   [k] free_unref_page_commit.constprop.0
     0.12%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] get_page_from_freelist
     0.11%     0.11%  kswapd0          [kernel.kallsyms]                   [k] isolate_lru_pages
     0.11%     0.01%  kswapd0          [kernel.kallsyms]                   [k] shrink_active_list
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_finish_plug
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_irq_event
     0.11%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] flush_tlb_func
     0.11%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] lru_cache_add
     0.11%     0.02%  swapper          [kernel.kallsyms]                   [k] sched_ttwu_pending
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __local_bh_enable_ip
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_softirq
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_process_cq
     0.11%     0.06%  Native-Transpor  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.11%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.11%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_queue_rq
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] simple_copy_to_iter
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_irq
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] net_rx_action
     0.11%     0.04%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_exit
     0.11%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.11%     0.04%  kswapd0          [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.11%     0.08%  NonPeriodicTask  [kernel.kallsyms]                   [k] xas_find
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __napi_poll
     0.11%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] process_backlog
     0.10%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.10%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_task_fair
     0.10%     0.10%  kswapd0          [kernel.kallsyms]                   [k] xas_create
     0.10%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_endio
     0.10%     0.00%  swapper          [kernel.kallsyms]                   [k] mpage_end_io
     0.10%     0.10%  Native-Transpor  [kernel.kallsyms]                   [k] next_uptodate_page
     0.10%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_nohz_next_event
     0.10%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __pagevec_release
     0.10%     0.01%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_list
     0.10%     0.10%  cluster1-nio-wo  [kernel.kallsyms]                   [k] psi_group_change
     0.10%     0.10%  epollEventLoopG  [kernel.kallsyms]                   [k] clear_page_erms
     0.10%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.10%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.10%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.10%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_rcv
     0.10%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.10%     0.04%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.09%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] mark_page_accessed
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver
     0.09%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     0.09%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_stop_tick
     0.09%     0.02%  swapper          [kernel.kallsyms]                   [k] __read_end_io
     0.09%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_rcv
     0.09%     0.09%  cluster1-nio-wo  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.09%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.09%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.09%     0.09%  swapper          [kernel.kallsyms]                   [k] __switch_to_asm
     0.09%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.09%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_complete_rq
     0.09%     0.08%  NonPeriodicTask  [kernel.kallsyms]                   [k] unlock_page
     0.08%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] perf_event_comm_output
     0.08%     0.00%  kswapd1          [kernel.kallsyms]                   [k] free_unref_page_commit.constprop.0
     0.08%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.08%     0.02%  kswapd1          [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.08%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_mq_end_request
     0.08%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.08%     0.05%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_inode_page
     0.08%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] update_curr
     0.08%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] ext4_da_write_begin
     0.08%     0.05%  kswapd1          [kernel.kallsyms]                   [k] move_pages_to_lru
     0.08%     0.01%  swapper          [kernel.kallsyms]                   [k] quiet_vmstat
     0.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] flush_tlb_mm_range
     0.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] flush_tlb_batched_pending
     0.08%     0.08%  kswapd1          [kernel.kallsyms]                   [k] llist_add_batch
     0.08%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] enqueue_entity
     0.08%     0.01%  swapper          [kernel.kallsyms]                   [k] sched_clock_cpu
     0.08%     0.03%  kswapd1          [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.08%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.08%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] rmqueue_bulk
     0.08%     0.08%  swapper          [kernel.kallsyms]                   [k] __switch_to
     0.08%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_rcv_established
     0.08%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     0.07%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_do_copy_data_nocache
     0.07%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] xas_find
     0.07%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.07%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.07%     0.02%  kswapd0          [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.07%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] psi_task_switch
     0.07%     0.05%  Native-Transpor  [kernel.kallsyms]                   [k] update_cfs_group
     0.07%     0.07%  swapper          [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.07%     0.00%  java             [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.07%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_update_request
     0.07%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.07%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] __wake_up_common
     0.07%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] psi_group_change
     0.07%     0.07%  kswapd0          [kernel.kallsyms]                   [k] __free_one_page
     0.07%     0.01%  swapper          [kernel.kallsyms]                   [k] unlock_page
     0.07%     0.02%  kcompactd0       [kernel.kallsyms]                   [k] compaction_alloc
     0.07%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_sched_timer
     0.07%     0.01%  kswapd0          [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.07%     0.07%  epollEventLoopG  [kernel.kallsyms]                   [k] copy_user_enhanced_fast_string
     0.07%     0.06%  NonPeriodicTask  [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.07%     0.07%  kswapd1          [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.07%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.07%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] grab_cache_page_write_begin
     0.06%     0.00%  kswapd1          [kernel.kallsyms]                   [k] page_remove_rmap
     0.06%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] pagecache_get_page
     0.06%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_sched_handle
     0.06%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bio_endio
     0.06%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] submit_bio
     0.06%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] page_remove_rmap
     0.06%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_rcv_established
     0.06%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     0.06%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] mpage_end_io
     0.06%     0.00%  java             [kernel.kallsyms]                   [k] sysvec_call_function
     0.06%     0.03%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_enter
     0.06%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] sugov_update_single_freq
