# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10607535979821
#
# Children      Self  Command          Shared Object                          Symbol                                                                                                                                                                        
# ........  ........  ...............  .....................................  ..............................................................................................................................................................................
#
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]                      [k] pick_next_task_idle
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d12e24
     0.00%     0.00%  kworker/17:4     [kernel.kallsyms]                      [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/4:2      [kernel.kallsyms]                      [k] __switch_to_asm
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] is_cpu_allowed
     0.00%     0.00%  kworker/26:2     [kernel.kallsyms]                      [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca59a7
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]                      [k] update_load_avg
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]                      [k] pick_next_task_fair
     0.00%     0.00%  kworker/19:3     [kernel.kallsyms]                      [k] set_next_entity
     0.00%     0.00%  kworker/24:4-di  [kernel.kallsyms]                      [k] __ext4_journal_stop
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da1a23
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]                      [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd                               [.] _Z17get_partition_setPK5TABLEPhjPK12st_key_rangeP13part_id_range
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d29941
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]                      [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]                      [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]                      [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]                      [k] ext4_extent_block_csum_set
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]                      [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/4:5      [kernel.kallsyms]                      [k] update_load_avg
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c86a01
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c446fa
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ce7ccf
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN14Item_func_plus18fix_length_and_decEv
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d77561
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cd0147
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca5d5f
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c9f4f6
     0.00%     0.00%  kworker/8:2-dio  [kernel.kallsyms]                      [k] dequeue_entity
     0.00%     0.00%  kworker/8:2-dio  [kernel.kallsyms]                      [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c80806
     0.00%     0.00%  kworker/28:3-di  [kernel.kallsyms]                      [k] kfree
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ccb266
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]                      [k] find_get_pages_range_tag
     0.00%     0.00%  kworker/u64:2    [kernel.kallsyms]                      [k] pagevec_lookup_range_tag
     0.00%     0.00%  kworker/9:5      [kernel.kallsyms]                      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/9:5      [kernel.kallsyms]                      [k] __ext4_journal_stop
     0.00%     0.00%  kworker/9:5      [kernel.kallsyms]                      [k] jbd2_journal_stop
     0.00%     0.00%  kworker/9:5      [kernel.kallsyms]                      [k] stop_this_handle
     0.00%     0.00%  kworker/3:3      [kernel.kallsyms]                      [k] __schedule
     0.00%     0.00%  kworker/3:3      [kernel.kallsyms]                      [k] schedule
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]                      [k] wake_up_bit
     0.00%     0.00%  top              libc-2.28.so                           [.] __libc_calloc
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN4JOIN14prepare_stage2Ev
     0.00%     0.00%  kworker/29:5     [kernel.kallsyms]                      [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da1c1a
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN10DsMrr_impl16dsmrr_info_constEjP15st_range_seq_ifPvjPjS3_P13Cost_estimate
     0.00%     0.00%  kworker/30:0     [kernel.kallsyms]                      [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/28:3-di  [kernel.kallsyms]                      [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN9Item_argsC2EP3THDPKS_
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x000000000079c19a
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca5a8a
     0.00%     0.00%  kworker/22:5     [kernel.kallsyms]                      [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/22:4     [kernel.kallsyms]                      [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] _Z24setup_semijoin_loosescanP4JOIN
     0.00%     0.00%  kworker/15:4     [kernel.kallsyms]                      [k] update_cfs_rq_h_load
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c9f551
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]                      [k] ext4_can_extents_be_merged.constprop.0
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]                      [k] ext4_ext_try_to_merge_right
     0.00%     0.00%  kworker/15:3     [kernel.kallsyms]                      [k] __list_add_valid
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000dd4283
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                           [.] ObjFindNamespaceVar
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZNK17Type_handler_long25make_table_field_from_defEP11TABLE_SHAREP11st_mem_rootPK25st_mysql_const_lex_stringRK11Record_addrRK8Bit_addrPK28Column_definition_attributesj
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] crc_15
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ee8392
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/11:2     [kernel.kallsyms]                      [k] finish_task_switch.isra.0
     0.00%     0.00%  perf             [kernel.kallsyms]                      [k] clean_bdev_aliases
     0.00%     0.00%  kworker/22:4-di  [kernel.kallsyms]                      [k] aio_complete
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da1e7e
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d4df09
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d78ea0
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]                      [k] __ext4_journal_stop
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d705e4
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x0000000000024734
     0.00%     0.00%  kworker/1:1-dio  [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]                      [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca0270
     0.00%     0.00%  kworker/20:3     [kernel.kallsyms]                      [k] __switch_to_asm
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]                      [k] iomap_dio_complete
     0.00%     0.00%  kworker/14:0     [kernel.kallsyms]                      [k] iomap_dio_complete_work
     0.00%     0.00%  systemd          [kernel.kallsyms]                      [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.kallsyms]                      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/13:4     [kernel.kallsyms]                      [k] migrate_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000a9521e
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]                      [k] __list_del_entry_valid
     0.00%     0.00%  kworker/21:1     [kernel.kallsyms]                      [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] crc_57
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d3c57e
     0.00%     0.00%  irqbalance       [kernel.kallsyms]                      [k] num_to_str
     0.00%     0.00%  kworker/9:3      [kernel.kallsyms]                      [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/9:3      [kernel.kallsyms]                      [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/9:3      [kernel.kallsyms]                      [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cccc33
     0.00%     0.00%  kworker/9:3      [kernel.kallsyms]                      [k] wake_up_bit
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]                      [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]                      [k] wake_affine_weight
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]                      [k] strscpy
     0.00%     0.00%  kworker/22:4     [kernel.kallsyms]                      [k] cpumask_next_wrap
     0.00%     0.00%  kworker/3:1      [kernel.kallsyms]                      [k] update_curr
     0.00%     0.00%  kworker/22:5     [kernel.kallsyms]                      [k] __switch_to
     0.00%     0.00%  kworker/31:0     [kernel.kallsyms]                      [k] wq_worker_running
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] update_irq_load_avg
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]                      [k] __list_add_valid
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]                      [k] worker_enter_idle
     0.00%     0.00%  kworker/18:5     [kernel.kallsyms]                      [k] native_sched_clock
     0.00%     0.00%  kworker/18:5     [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] kmalloc_slab
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] __kmalloc
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d91fda
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x000000000090a1f0
     0.00%     0.00%  kworker/19:3-di  [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d0ca22
     0.00%     0.00%  mariadbd         mariadbd                               [.] set_dynamic
     0.00%     0.00%  kworker/22:4     [kernel.kallsyms]                      [k] attach_entity_load_avg
     0.00%     0.00%  kworker/15:0     [kernel.kallsyms]                      [k] put_reqs_available
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] radix_tree_next_chunk
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] find_ge_pid
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] idr_get_next
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] idr_get_next_ul
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d74821
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZNK9Field_str8decimalsEv
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] __queue_work
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] blk_mq_end_request
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] blk_update_request
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] iomap_dio_bio_end_io
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] queue_work_on
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d93044
