# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 27742558279198
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] __run_hrtimer
     0.24%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.24%     0.01%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.24%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] __fget_files
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_timer
     0.24%     0.24%  memcached        [kernel.kallsyms]      [k] __list_del_entry_valid
     0.24%     0.24%  memcached        [kernel.kallsyms]      [k] update_cfs_group
     0.24%     0.20%  memcached        [kernel.kallsyms]      [k] zs_map_object
     0.24%     0.10%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock
     0.24%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] sock_wfree
     0.24%     0.24%  memcached        memcached              [.] 0x000000000001d9ad
     0.23%     0.23%  swapper          [kernel.kallsyms]      [k] __switch_to_xtra
     0.23%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] __slab_free
     0.23%     0.23%  memcached        libevent-2.1.so.6.0.2  [.] event_base_loop
     0.23%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] sock_do_ioctl
     0.23%     0.02%  memcached        [kernel.kallsyms]      [k] __seccomp_filter
     0.23%     0.05%  swapper          [kernel.kallsyms]      [k] get_next_timer_interrupt
     0.22%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_group
     0.22%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.22%     0.02%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.22%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.22%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtimer_interrupt
     0.22%     0.01%  kswapd0          [kernel.kallsyms]      [k] shrink_slab_memcg
     0.22%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_user
     0.22%     0.22%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.22%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock
     0.22%     0.04%  memcached        [kernel.kallsyms]      [k] cpumask_next
     0.21%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_handle
     0.21%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.21%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_4
     0.21%     0.01%  memcached        [kernel.kallsyms]      [k] update_process_times
     0.21%     0.15%  kswapd0          [kernel.kallsyms]      [k] count_shadow_nodes
     0.21%     0.05%  memcached        [kernel.kallsyms]      [k] shrink_slab
     0.21%     0.20%  memcached        [kernel.kallsyms]      [k] update_rq_clock_task
     0.21%     0.03%  memcached        [kernel.kallsyms]      [k] unix_write_space
     0.21%     0.01%  memcached        [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.21%     0.00%  swapper          [kernel.kallsyms]      [k] scheduler_tick
     0.21%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] __switch_to
     0.21%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] unix_ioctl
     0.21%     0.08%  swapper          [kernel.kallsyms]      [k] cpuidle_governor_latency_req
     0.20%     0.04%  memcached        [kernel.kallsyms]      [k] zram_slot_free_notify
     0.20%     0.20%  memcached        [kernel.kallsyms]      [k] __fget_files
     0.20%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.20%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __run_hrtimer
     0.20%     0.08%  memcached        [kernel.kallsyms]      [k] isolate_lru_pages
     0.20%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_timer
     0.19%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] unix_poll
     0.19%     0.15%  memcached        [kernel.kallsyms]      [k] xas_load
     0.19%     0.17%  memcached        [kernel.kallsyms]      [k] _find_next_bit
     0.19%     0.19%  memcached        [kernel.kallsyms]      [k] save_fpregs_to_fpstate
     0.19%     0.00%  memcached        [kernel.kallsyms]      [k] mem_cgroup_uncharge_swap
     0.19%     0.03%  memcached        [kernel.kallsyms]      [k] default_send_IPI_single_phys
     0.19%     0.08%  memcached        [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.19%     0.00%  swapper          [kernel.kallsyms]      [k] perf_event_task_tick
     0.18%     0.02%  swapper          [kernel.kallsyms]      [k] perf_adjust_freq_unthr_context
     0.18%     0.18%  memcached        memcached              [.] 0x000000000000aeab
     0.18%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] unix_write_space
     0.18%     0.18%  memcached        [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.18%     0.18%  swapper          [kernel.kallsyms]      [k] pick_next_entity
     0.18%     0.00%  memcached        [kernel.kallsyms]      [k] scheduler_tick
     0.18%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] tick_sched_handle
     0.18%     0.18%  memcached        libc-2.28.so           [.] epoll_wait
     0.18%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_process_times
     0.18%     0.16%  memcached        [kernel.kallsyms]      [k] down_read_trylock
     0.18%     0.18%  memcached        [kernel.kallsyms]      [k] __entry_text_start
     0.18%     0.01%  memcached        [kernel.kallsyms]      [k] simple_copy_to_iter
     0.17%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] simple_copy_to_iter
     0.17%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_iter
     0.17%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.17%     0.17%  memtier_benchma  [kernel.kallsyms]      [k] save_fpregs_to_fpstate
     0.17%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.17%     0.04%  memcached        [kernel.kallsyms]      [k] pick_next_task_fair
     0.17%     0.04%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.17%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] update_rq_clock_task
     0.17%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.17%     0.17%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd9666
     0.17%     0.01%  memcached        [kernel.kallsyms]      [k] __fdget_pos
     0.17%     0.17%  memcached        libevent-2.1.so.6.0.2  [.] evmap_io_active_
     0.16%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] resched_curr
     0.16%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] select_idle_sibling
     0.16%     0.02%  memcached        [kernel.kallsyms]      [k] zram_free_page
     0.16%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.16%     0.16%  swapper          [kernel.kallsyms]      [k] menu_update
     0.16%     0.16%  memcached        [kernel.kallsyms]      [k] unix_poll
     0.16%     0.01%  memcached        [kernel.kallsyms]      [k] lookup_swap_cache
     0.16%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.16%     0.10%  memcached        [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.16%     0.16%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.16%     0.00%  swapper          [kernel.kallsyms]      [k] amd_pmu_disable_all
     0.16%     0.04%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.16%     0.16%  memcached        [kernel.kallsyms]      [k] available_idle_cpu
     0.15%     0.04%  memcached        [kernel.kallsyms]      [k] __virt_addr_valid
     0.15%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] default_send_IPI_single_phys
     0.15%     0.02%  memcached        [kernel.kallsyms]      [k] wake_affine
     0.15%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] fput
     0.15%     0.11%  memcached        [kernel.kallsyms]      [k] obj_malloc
     0.15%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] scheduler_tick
     0.15%     0.14%  memcached        [kernel.kallsyms]      [k] up_read
     0.15%     0.01%  memcached        [kernel.kallsyms]      [k] sched_clock_cpu
     0.15%     0.15%  memcached        [kernel.kallsyms]      [k] resched_curr
     0.15%     0.00%  memcached        [kernel.kallsyms]      [k] pagecache_get_page
     0.15%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] ep_done_scan
     0.14%     0.03%  memcached        [kernel.kallsyms]      [k] select_idle_sibling
     0.14%     0.00%  memcached        [kernel.kallsyms]      [k] mapping_get_entry
     0.14%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] mutex_lock
     0.14%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] import_iovec
     0.14%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] available_idle_cpu
     0.14%     0.11%  memcached        [kernel.kallsyms]      [k] mutex_lock
     0.14%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __virt_addr_valid
     0.14%     0.14%  memcached        libpthread-2.28.so     [.] __pthread_mutex_unlock_usercnt
     0.14%     0.14%  swapper          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     0.14%     0.14%  memcached        [kernel.kallsyms]      [k] native_sched_clock
     0.14%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __import_iovec
     0.14%     0.14%  swapper          [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.13%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.13%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] ep_modify
     0.13%     0.05%  memcached        [kernel.kallsyms]      [k] add_to_swap_cache
     0.13%     0.13%  memtier_benchma  memtier_benchmark      [.] _ZN24memcache_binary_protocol14parse_responseEv
     0.13%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] wake_affine
     0.13%     0.03%  memcached        [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.13%     0.13%  swapper          [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.13%     0.12%  memcached        [kernel.kallsyms]      [k] workingset_age_nonresident
     0.13%     0.13%  memcached        [kernel.kallsyms]      [k] fput
     0.13%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.13%     0.01%  memcached        [kernel.kallsyms]      [k] clear_shadow_from_swap_cache
     0.13%     0.00%  memcached        [kernel.kallsyms]      [k] perf_event_task_tick
     0.13%     0.13%  memtier_benchma  memtier_benchmark      [.] hdr_record_values
     0.13%     0.02%  memcached        [kernel.kallsyms]      [k] perf_adjust_freq_unthr_context
     0.13%     0.08%  memcached        [kernel.kallsyms]      [k] ep_done_scan
     0.12%     0.00%  memcached        [kernel.kallsyms]      [k] __x64_sys_futex
     0.12%     0.03%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_exit
     0.12%     0.10%  memcached        [kernel.kallsyms]      [k] memset
     0.12%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] unix_inq_len
     0.12%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] select_idle_cpu
     0.12%     0.12%  memcached        [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.12%     0.00%  memcached        [kernel.kallsyms]      [k] do_futex
     0.12%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] iovec_from_user
     0.12%     0.02%  memcached        [kernel.kallsyms]      [k] get_page_from_freelist
     0.12%     0.01%  memcached        [kernel.kallsyms]      [k] lru_cache_add
     0.12%     0.12%  swapper          [kernel.kallsyms]      [k] prepare_task_switch
     0.12%     0.01%  kswapd0          [kernel.kallsyms]      [k] shrink_slab
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] do_syscall_64
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.12%     0.02%  swapper          [kernel.kallsyms]      [k] hrtimer_get_next_event
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] __x64_sys_select
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] core_sys_select
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] kern_select
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] __handle_mm_fault
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] asm_exc_page_fault
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] do_user_addr_fault
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] exc_page_fault
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] handle_mm_fault
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_node_memcgs
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] __alloc_pages
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] alloc_pages_vma
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] do_try_to_free_pages
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_node
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_zones
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] try_to_free_pages
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] do_swap_page
     0.12%     0.01%  swapper          [kernel.kallsyms]      [k] __irq_exit_rcu
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] copy_user_generic_string
     0.12%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_call_function_single
     0.12%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_lruvec
     0.12%     0.12%  memcached        [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.12%     0.11%  memcached        [kernel.kallsyms]      [k] seccomp_run_filters
     0.11%     0.11%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bd788
     0.11%     0.05%  swapper          [kernel.kallsyms]      [k] x86_pmu_disable_all
     0.11%     0.09%  memcached        [kernel.kallsyms]      [k] newidle_balance
     0.11%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] pick_next_task_fair
     0.11%     0.11%  memcached        [kernel.kallsyms]      [k] __put_user_nocheck_4
     0.11%     0.11%  memcached        [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.11%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] perf_event_task_tick
     0.11%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_inactive_list
     0.11%     0.02%  memcached        [kernel.kallsyms]      [k] pick_next_task_idle
     0.11%     0.11%  memcached        libpthread-2.28.so     [.] __libc_read
     0.11%     0.06%  memcached        [kernel.kallsyms]      [k] switch_fpu_return
     0.11%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] perf_adjust_freq_unthr_context
     0.11%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] unroll_tree_refs
     0.11%     0.11%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_local
     0.11%     0.04%  memcached        [kernel.kallsyms]      [k] zs_free
     0.11%     0.11%  memcached        [kernel.kallsyms]      [k] pfn_valid
     0.11%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.11%     0.01%  memcached        [kernel.kallsyms]      [k] __pagevec_lru_add
     0.11%     0.11%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection16process_responseEv
     0.11%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.11%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_page_list
     0.11%     0.03%  memcached        [kernel.kallsyms]      [k] update_rq_clock
     0.10%     0.00%  memcached        [kernel.kallsyms]      [k] amd_pmu_disable_all
     0.10%     0.00%  memcached        [kernel.kallsyms]      [k] swap_writepage
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_queue_wakelist
     0.10%     0.02%  memcached        [kernel.kallsyms]      [k] move_pages_to_lru
     0.10%     0.10%  memcached        [kernel.kallsyms]      [k] __switch_to_asm
     0.10%     0.01%  memcached        [kernel.kallsyms]      [k] select_idle_cpu
     0.10%     0.10%  swapper          [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] pfn_valid
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __update_load_avg_se
     0.10%     0.02%  memcached        [kernel.kallsyms]      [k] _copy_to_iter
     0.10%     0.01%  memcached        [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_entry
     0.10%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] fsnotify
     0.10%     0.10%  memcached        [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.10%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] amd_pmu_disable_all
     0.10%     0.10%  swapper          [kernel.kallsyms]      [k] tick_nohz_tick_stopped
     0.10%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] update_rq_clock
     0.10%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_8
     0.10%     0.10%  memcached        [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.09%     0.06%  memcached        [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.09%     0.00%  swapper          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.09%     0.02%  memcached        [kernel.kallsyms]      [k] rmqueue
     0.09%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] switch_fpu_return
     0.09%     0.09%  swapper          [kernel.kallsyms]      [k] acpi_processor_ffh_cstate_enter
     0.09%     0.01%  memcached        [kernel.kallsyms]      [k] free_unref_page_list
     0.09%     0.08%  memcached        [kernel.kallsyms]      [k] __update_idle_core
     0.09%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] mutex_unlock
