# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 266K of event 'cycles'
# Event count (approx.): 5333163077093
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-80        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] rcu_note_context_switch
     0.00%     0.00%  Thread-99        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  Thread-100       [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_mark_iloc_dirty
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]                   [k] do_syscall_64
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] _raw_read_lock
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] check_preempt_curr
     0.00%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  Thread-132       [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] sysvec_call_function
     0.00%     0.00%  Thread-4         [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-4         [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-151    [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-137    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-124    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] filemap_map_pages
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  Thread-129       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]                   [k] kthread
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]                   [k] ret_from_fork
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]                   [k] worker_thread
     0.00%     0.00%  Thread-145       [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  Thread-75        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-75        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-75        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-162    [kernel.kallsyms]                   [k] workingset_refault
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] rcu_qs
     0.00%     0.00%  Thread-84        [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-84        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-84        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-84        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  Thread-45        [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] iov_iter_fault_in_readable
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_put
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]                   [k] process_one_work
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-113    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-112       [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  Thread-62        [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  Thread-62        [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  Thread-62        [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __alloc_pages
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] alloc_pages
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  Thread-141       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.00%     0.00%  kworker/u98:0-f  [kernel.kallsyms]                   [k] ext4_bio_write_page
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] sysvec_call_function
