# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]                  [k] ext4_free_in_core_inode
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]                  [k] mod_objcg_state
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b46b
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN8NodeHash16hash_find_insertEP4Node
     0.00%     0.00%  sshd             [kernel.kallsyms]                  [k] dev_queue_xmit
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb925df4
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] __pollwait
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] eventfd_poll
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]                  [k] __list_del_entry_valid
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef922b0cd
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] find_busiest_group
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] load_balance
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950ba3
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]                  [k] update_sg_lb_stats
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]                  [k] find_busiest_group
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]                  [k] load_balance
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]                  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fec12
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aa8c2
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN10JavaThread44check_safepoint_and_suspend_for_native_transEPS_
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] __anon_vma_interval_tree_remove
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b38a
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950b90
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] update_rq_clock
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] __sysvec_call_function_single
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] sched_ttwu_pending
     0.00%     0.00%  refresh progres  [kernel.kallsyms]                  [k] sysvec_call_function_single
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef952593c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92a43fc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0098e4b0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0049fa48
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aa866
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f5b38
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00668d0a
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba968f6
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9525f58
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN10Reflection20verify_member_accessEPK5KlassS2_S2_11AccessFlagsbbP6Thread
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN15java_lang_Class12is_primitiveEP7oopDesc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9526031
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __hrtimer_init
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] hrtimer_init_sleeper
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdf0b
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f22ac
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92a4429
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb92ad92
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] hrtimer_active
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94ecc27
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] cgroup_rstat_updated
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] asm_exc_page_fault
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] do_user_addr_fault
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] exc_page_fault
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] handle_mm_fault
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92527d2
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f2029
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa884739
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fef03
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d55f
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZNK8JVMState9debug_endEv
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN10Node_Array6removeEj
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94ecc3c
     0.00%     0.00%  java             [JIT] tid 1532                     [.] 0x00007eff00f1f0bc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef952a5b9
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a1998a
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00291373
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef952a5de
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa882323
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdf3d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef97e83f8
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]                  [k] set_next_entity
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fea6d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94ecb04
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] plist_del
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] __unqueue_futex
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe925
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa59e104
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] __set_cpus_allowed_ptr
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] __x64_sys_sched_setaffinity
     0.00%     0.00%  perf             [kernel.kallsyms]                  [k] sched_setaffinity
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00f0e284
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa0b7a39
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950cb3
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1e571e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b2fd
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdd6e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9529716
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1dd48f
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b3cc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef86a8d04
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff008599c3
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa3bec80
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00972db7
     0.00%     0.00%  GC Thread#13     libjvm.so                          [.] _ZN14AccessInternal19PostRuntimeDispatchIN12G1BarrierSet13AccessBarrierILm565334ES1_EELNS_11BarrierTypeE1ELm565334EE18oop_access_barrierEP7oopDesclS7_
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa59e109
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaac5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f230c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef961968f
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe96c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef952a603
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]                  [k] __list_del_entry_valid
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdf80
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f073d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950622
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa63
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa19
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0066a631
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00668d51
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] update_cfs_rq_h_load
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] wake_affine
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] wake_affine_weight
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdf7c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba9f4b5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff011378b7
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef95f1ba7
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946dc4c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef89240ca
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00250dec
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950ba0
     0.00%     0.00%  GC Thread#21     libjvm.so                          [.] _ZN14AccessInternal19PostRuntimeDispatchIN12G1BarrierSet13AccessBarrierILm573526ES1_EELNS_11BarrierTypeE3ELm573526EE18oop_access_barrierEP7oopDescl
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946dc3c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa87f466
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bded3
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba9f4a5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff006ac470
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94ecb1d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdd27
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef89240d4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9b5212d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef952557b
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f1f7e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef99505b2
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdcd3
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN13nmethodLocker12lock_nmethodEP14CompiledMethodb
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa16
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdd7f
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f924
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f779
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92b2e0c
     0.00%     0.00%  in:imjournal     libsystemd.so.0.23.0               [.] 0x00000000000175c0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa93
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fec23
     0.00%     0.00%  GC Thread#15     libjvm.so                          [.] _ZN17G1RemSetScanState20G1ClearCardTableTask4workEj
     0.00%     0.00%  G1 Young RemSet  libpthread-2.28.so                 [.] __pthread_disable_asynccancel
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d9e5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef922b114
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8924182
